candle_time,symbol,direction,entry_price,sl,tp,exit_price,exit_candle_time,pnl_pct,pnl_usd,status,exit_reason
2026-05-05T03:59:59.999000+00:00,BTCUSDT,LONG,80813.42,78414.60035714284,84651.53142857144,78414.60035714284,2026-06-01T07:59:59.999000+00:00,-2.97,-500.0,CLOSED,SL
2026-05-05T19:59:59.999000+00:00,SOLUSDT,LONG,86.31,83.71714285714286,90.45857142857145,90.45857142857145,2026-05-08T19:59:59.999000+00:00,4.81,800.0,CLOSED,TP
2026-05-06T11:59:59.999000+00:00,ETHUSDT,LONG,2411.54,2325.4828571428566,2549.231428571429,2325.4828571428566,2026-05-07T03:59:59.999000+00:00,-3.57,-500.0,CLOSED,SL
2026-05-08T19:59:59.999000+00:00,SOLUSDT,LONG,92.65,88.83571428571429,98.75285714285714,88.83571428571429,2026-06-01T07:59:59.999000+00:00,-4.12,-500.0,CLOSED,SL
2026-06-02T11:59:59.999000+00:00,BTCUSDT,SHORT,69461.77,71562.45214285715,66100.67857142858,66100.67857142858,2026-06-03T07:59:59.999000+00:00,4.84,800.0,CLOSED,TP
2026-06-02T15:59:59.999000+00:00,ETHUSDT,SHORT,1941.12,2015.3682142857144,1822.322857142857,1822.322857142857,2026-06-03T19:59:59.999000+00:00,6.12,800.0,CLOSED,TP
2026-06-02T15:59:59.999000+00:00,SOLUSDT,SHORT,77.58,81.10857142857142,71.93428571428572,71.93428571428572,2026-06-03T23:59:59.999000+00:00,7.28,800.0,CLOSED,TP
2026-06-03T23:59:59.999000+00:00,BTCUSDT,SHORT,64299.92,67731.53607142856,58809.33428571429,58809.33428571429,2026-07-01T11:59:59.999000+00:00,8.54,800.0,CLOSED,TP
2026-06-03T23:59:59.999000+00:00,SOLUSDT,SHORT,71.66,77.13678571428571,62.89714285714285,62.89714285714285,2026-06-05T19:59:59.999000+00:00,12.23,800.0,CLOSED,TP
2026-06-05T15:59:59.999000+00:00,ETHUSDT,SHORT,1584.03,1727.4710714285711,1354.5242857142855,1727.4710714285711,2026-06-14T23:59:59.999000+00:00,-9.06,-500.0,CLOSED,SL
2026-06-05T19:59:59.999000+00:00,SOLUSDT,SHORT,63.6,70.15714285714286,53.10857142857144,70.15714285714286,2026-06-14T23:59:59.999000+00:00,-10.31,-500.0,CLOSED,SL
2026-06-14T23:59:59.999000+00:00,ETHUSDT,LONG,1722.95,1682.7464285714286,1787.2757142857142,1787.2757142857142,2026-06-15T15:59:59.999000+00:00,3.73,800.0,CLOSED,TP
2026-06-14T23:59:59.999000+00:00,SOLUSDT,LONG,70.22,67.79142857142857,74.10571428571428,74.10571428571428,2026-06-15T19:59:59.999000+00:00,5.53,800.0,CLOSED,TP
2026-06-15T15:59:59.999000+00:00,ETHUSDT,LONG,1808.28,1754.0067857142856,1895.1171428571429,1754.0067857142856,2026-07-01T07:59:59.999000+00:00,-3.0,-500.0,CLOSED,SL
2026-06-15T19:59:59.999000+00:00,SOLUSDT,LONG,75.62,72.41107142857143,80.75428571428573,72.41107142857143,2026-06-16T15:59:59.999000+00:00,-4.24,-500.0,CLOSED,SL
2026-07-01T15:59:59.999000+00:00,SOLUSDT,LONG,77.46,73.09392857142856,84.44571428571429,73.09392857142856,2026-07-29T07:59:59.999000+00:00,-5.64,-500.0,CLOSED,SL
2026-07-02T15:59:59.999000+00:00,ETHUSDT,LONG,1662.98,1587.5389285714286,1783.685714285714,1783.685714285714,2026-07-04T19:59:59.999000+00:00,7.26,800.0,CLOSED,TP
2026-07-03T15:59:59.999000+00:00,BTCUSDT,LONG,62305.23,60008.37642857144,65980.19571428571,65980.19571428571,2026-08-19T15:59:59.999000+00:00,5.9,800.0,CLOSED,TP
2026-07-06T23:59:59.999000+00:00,ETHUSDT,LONG,1814.31,1747.3582142857142,1921.4328571428573,1747.3582142857142,2026-07-08T07:59:59.999000+00:00,-3.69,-500.0,CLOSED,SL
2026-08-01T19:59:59.999000+00:00,SOLUSDT,SHORT,71.73,73.31928571428573,69.18714285714285,73.31928571428573,2026-08-02T03:59:59.999000+00:00,-2.22,-500.0,CLOSED,SL
2026-08-01T19:59:59.999000+00:00,ETHUSDT,SHORT,1838.41,1887.3153571428568,1760.1614285714286,1887.3153571428568,2026-08-02T23:59:59.999000+00:00,-2.66,-500.0,CLOSED,SL
2026-08-07T15:59:59.999000+00:00,ETHUSDT,LONG,1930.07,1877.962857142857,2013.4414285714283,1877.962857142857,2026-08-10T19:59:59.999000+00:00,-2.7,-500.0,CLOSED,SL
2026-08-08T11:59:59.999000+00:00,SOLUSDT,LONG,75.23,73.38892857142858,78.17571428571429,78.17571428571429,2026-08-19T15:59:59.999000+00:00,3.92,800.0,CLOSED,TP
2026-08-19T11:59:59.999000+00:00,ETHUSDT,LONG,1924.75,1885.428571428572,1987.6642857142856,1987.6642857142856,2026-08-19T15:59:59.999000+00:00,3.27,800.0,CLOSED,TP
2026-08-19T15:59:59.999000+00:00,SOLUSDT,LONG,78.46,76.72428571428571,81.23714285714286,81.23714285714286,2026-08-19T15:59:59.999000+00:00,3.54,800.0,CLOSED,TP
2026-08-19T15:59:59.999000+00:00,BTCUSDT,LONG,68195.34,66269.19,71277.18,,,,,OPEN,
2026-08-19T15:59:59.999000+00:00,ETHUSDT,LONG,2066.68,1995.6514285714284,2180.325714285714,2180.325714285714,2026-08-19T23:59:59.999000+00:00,5.5,800.0,CLOSED,TP
2026-08-19T15:59:59.999000+00:00,SOLUSDT,LONG,81.78,79.34071428571428,85.68285714285715,85.68285714285715,2026-08-19T23:59:59.999000+00:00,4.77,800.0,CLOSED,TP
2026-08-19T23:59:59.999000+00:00,ETHUSDT,LONG,2269.22,2156.623571428572,2449.3742857142856,2156.623571428572,2026-08-19T23:59:59.999000+00:00,-4.96,-500.0,CLOSED,SL
2026-08-19T23:59:59.999000+00:00,SOLUSDT,LONG,86.92,83.64142857142858,92.16571428571427,83.64142857142858,2026-08-19T23:59:59.999000+00:00,-3.77,-500.0,CLOSED,SL
2026-08-19T23:59:59.999000+00:00,ETHUSDT,LONG,2259.47,2146.873571428572,2439.6242857142856,2146.873571428572,2026-08-19T23:59:59.999000+00:00,-4.98,-500.0,CLOSED,SL
2026-08-19T23:59:59.999000+00:00,SOLUSDT,LONG,85.59,82.31142857142858,90.83571428571427,82.31142857142858,2026-08-19T23:59:59.999000+00:00,-3.83,-500.0,CLOSED,SL
2026-08-19T23:59:59.999000+00:00,ETHUSDT,LONG,2246.15,2133.553571428572,2426.304285714286,,,,,OPEN,
2026-08-19T23:59:59.999000+00:00,SOLUSDT,LONG,85.32,82.04142857142857,90.56571428571428,,,,,OPEN,
